PR_withPREMP
18516	2535
18519	2546
18525	2550
18551	2569
18559	2579
18570	2587
18597	2588
18624	2608
18630	2614
18647	2627
18668	2629
18677	2639
18699	2658
18706	2664
18716	2669
18744	2674
18746	2680
18763	2681
18771	2686
18789	2702
18818	2720
18819	2721
18837	2737
18864	2746
18869	2753
18897	2761
18922	2769
18925	2777
18929	2814
18944	2817
18949	2828
18971	2845
19000	2858
19022	2867
19034	2873
19053	2887
19081	2935
19098	2940
19123	2942
19124	2953
19149	2970
19178	2975
19187	2983
19212	2985
19241	2989
19266	3002
19289	3011
19295	3012
19324	3023
19343	3050
19357	3052
19366	3075
19377	3097
19379	3103
19402	3115
19413	3129
19433	3138
19444	3149
19464	3161
19467	3189
19491	3202
19520	3211
19537	3216
19545	3221
19550	3223
19576	3232
19585	3238
19587	3244
19596	3246
19597	3247
19603	3250
19613	3267
19635	3270
19641	3272
19660	3289
19668	3290
19678	3309
19686	3314
19687	3322
19688	3328
19712	3343
19735	3349
19747	3390
19772	3412
19786	3447
19802	3449
19805	3456
19829	3473
19835	3474
19857	3482
19884	3486
19903	3488
19906	3509
19921	3513
19938	3514
19948	3519
19960	3526
19973	3532
19975	3535
19998	3536
20020	3547
20041	3554
20065	3571
20074	3590
20084	3601
20103	3602
20117	3612
20122	3613
20137	3614
20146	3623
20172	3659
20186	3663
20204	3674
20223	3679
20235	3682
20236	3686
20262	3688
20283	3697
20285	3717
20301	3729
20305	3736
20313	3737
20330	3744
20358	3748
20362	3750
20366	3756
20373	3764
20394	3774
20395	3781
20417	3791
20440	3810
20454	3842
20474	3847
20496	3856
20522	3862
20540	3884
20541	3893
20565	3913
20585	3922
20591	3925
20596	3927
20613	3934
20630	3951
20656	3952
20661	3973
20688	3974
20696	3987
20710	3995
20727	4009
20741	4020
20745	4021
20762	4033
20769	4035
20778	4041
20785	4046
20806	4053
20818	4058
20834	4064
20856	4066
20868	4086
20888	4090
20909	4092
20920	4096
20948	4102
20962	4103
20990	4104
21001	4109
21011	4127
21030	4130
21045	4135
21046	4141
21071	4170
21088	4182
21115	4188
21119	4192
21147	4208
21149	4230
21165	4232
21188	4238
21189	4248
21195	4253
21220	4256
21229	4263
21254	4264
21270	4266
21292	4270
21310	4285
21334	4293
21356	4301
21370	4308
21395	4315
21403	4329
21424	4359
21452	4363
21475	4383
21501	4391
21507	4392
21512	4398
21525	4401
21531	4402
21540	4404
21563	4405
21565	4409
21588	4428
21590	4430
21598	4444
21610	4447
21639	4469
21645	4488
21671	4495
21687	4509
21706	4513
21707	4516
21708	4533
21729	4544
21746	4559
21766	4560
21780	4570
21784	4572
21792	4595
21819	4617
21840	4626
21851	4642
21878	4651
21900	4660
21901	4665
21904	4670
21907	4714
21928	4731
21951	4747
21977	4756
22005	4794
22031	4807
22041	4813
22059	4827
22080	4832
22089	4840
22090	4861
22111	4863
22112	4872
22113	4875
22123	4914
22124	4918
22141	4919
22145	4927
22163	4936
22189	4938
22190	4939
22216	4941
22233	4943
22242	4944
22248	4951
22260	4967
22287	4975
22312	4982
22324	4987
22347	5006
22367	5007
22392	5014
22405	5018
22413	5024
22414	5025
22430	5026
22450	5035
22466	5047
22475	5061
22476	5068
22477	5083
22478	5105
22479	5165
22485	5176
22501	5178
22523	5204
22531	5226
22541	5236
22559	5238
22578	5248
22581	5276
22602	5293
22615	5294
22641	5302
22667	5324
22692	5327
22710	5328
22724	5338
22735	5352
22736	5354
22762	5356
22777	5363
22787	5371
22815	5374
22824	5402
22832	5405
22854	5413
22882	5415
22906	5418
22910	5422
22933	5430
22957	5436
22986	5442
23011	5443
23033	5444
23056	5457
23074	5461
23099	5480
23118	5500
23146	5501
23147	5506
23157	5517
23163	5519
23185	5532
23204	5537
23208	5567
23234	5572
23261	5579
23271	5588
23299	5595
23319	5605
23345	5608
23364	5619
23392	5658
23416	5665
23424	5672
23440	5674
23441	5686
23459	5690
23473	5691
23496	5693
23513	5716
23538	5717
23546	5728
23549	5734
23550	5738
23552	5740
23568	5753
23593	5776
23604	5797
23614	5832
23641	5838
23660	5847
23678	5852
23693	5863
23702	5883
23704	5902
23705	5914
23732	5918
23735	5922
23737	5933
23758	5966
23766	5977
23775	5997
23786	6008
23799	6015
23809	6016
23833	6023
23845	6024
23874	6029
23892	6049
23911	6068
23919	6075
23938	6080
23960	6081
23972	6088
23994	6089
24011	6092
24028	6100
24035	6138
24041	6150
24049	6155
24053	6170
24068	6186
24082	6189
24086	6201
24096	6206
24114	6235
24130	6254
24135	6259
24138	6261
24157	6296
24175	6299
24203	6311
24205	6322
24209	6324
24238	6330
24243	6331
24245	6343
24261	6353
24279	6366
24285	6371
24306	6395
24330	6412
24336	6419
24352	6424
24358	6427
24372	6428
24380	6431
24393	6451
24403	6454
24407	6462
24420	6466
24427	6478
24452	6506
24454	6512
24477	6516
24505	6521
24521	6532
24525	6549
24549	6562
24566	6589
24591	6610
24604	6615
24623	6638
24651	6642
24676	6652
24692	6653
24699	6663
24720	6666
24746	6670
24754	6673
24780	6674
24783	6675
24810	6680
24827	6687
24831	6689
24846	6695
24865	6706
24889	6709
24913	6721
24935	6724
24947	6725
24950	6739
24965	6755
24988	6768
25006	6786
25007	6787
25014	6810
25040	6812
25042	6839
25050	6857
25074	6871
25103	6878
25116	6881
25130	6885
25144	6917
25163	6925
25169	6927
25174	6934
25182	6939
25204	6962
25209	7033
25234	7059
25235	7068
25238	7082
25253	7090
25254	7098
25281	7125
25307	7129
25330	7133
25358	7175
25378	7182
25379	7199
25407	7209
25429	7217
25449	7218
25477	7223
25501	7242
25522	7246
25540	7256
25545	7262
25548	7281
25555	7283
25578	7285
25590	7296
25600	7301
25626	7310
25654	7335
25656	7361
25665	7363
25671	7368
25695	7369
25724	7371
25735	7381
25761	7390
25764	7391
25778	7437
25790	7450
25811	7457
25812	7460
25838	7491
25846	7507
25857	7516
25858	7524
25867	7540
25874	7547
25894	7550
25916	7559
25934	7562
25952	7565
25962	7569
25978	7597
25981	7606
25983	7611
25997	7619
26007	7633
26036	7644
26045	7646
26059	7648
26069	7649
26092	7657
26109	7691
26124	7712
26133	7727
26142	7735
26143	7738
26164	7742
26175	7747
26193	7763
26213	7772
26228	7819
26233	7827
26244	7836
26271	7847
26298	7849
26321	7853
26338	7868
26364	7902
26380	7905
26383	7909
26389	7933
26408	7934
26434	7956
26437	7959
26466	7960
26472	7961
26480	7964
26508	7977
26513	7980
26517	7983
26542	7989
26556	7998
26574	8043
26592	8045
26595	8052
26615	8055
26623	8073
26641	8087
26655	8089
26666	8097
26686	8103
26701	8104
26713	8107
26714	8139
26740	8146
26751	8156
26762	8166
26782	8171
26799	8182
26819	8188
26829	8196
26830	8220
26831	8221
26845	8224
26866	8232
26874	8259
26878	8264
26885	8283
26893	8285
26917	8302
